LGTD,LTTD,DRP
115.478111,38.701611,46.8
115.250250,38.764028,38.4
115.375250,38.667000,9.6
114.888496,39.078540,40.6
113.793300,39.095691,0.8
113.935342,39.119228,0.8
113.967583,39.076222,0.2
114.161667,39.121667,6.0
114.252778,39.106667,4.2
114.042833,38.998611,0.0
113.924500,39.020083,0.0
114.045333,39.092694,0.0
113.844944,38.917500,0.0
114.012833,38.881417,0.0
114.132194,39.005389,9.6
114.184778,38.986472,5.4
114.129056,38.851417,0.4
114.216972,38.913139,0.4
114.210500,38.901083,0.6
114.209639,38.882722,0.0
114.212722,38.861750,4.0
114.200000,38.866667,0.0
114.207333,38.799361,1.2
114.285472,39.016472,0.8
114.299694,38.968111,3.8
114.312472,38.798389,1.2
114.404750,39.028583,6.4
114.321444,38.901389,2.2
114.364889,38.854028,0.0
113.963611,38.786417,0.0
114.032306,38.737472,0.2
114.172833,38.727139,14.4
114.466670,38.900000,33.8
114.465556,38.822806,1.8
114.571361,38.796528,9.0
114.686667,38.618889,36.4
114.200000,38.783333,0.0
114.566667,38.783333,0.0
114.300000,38.783333,0.0
114.350000,38.850000,0.0
114.716361,38.529000,14.8
114.830972,38.561972,9.4
114.380216,38.671046,24.8
114.438326,38.648377,5.2
114.445854,38.583218,0.2
114.303543,38.687634,0.4
114.281167,38.647962,1.2
114.550417,38.435583,25.0
114.733665,38.464819,12.4
115.016861,38.305889,3.2
115.117500,38.372361,1.6
114.866917,38.578056,2.8
114.975222,38.509917,3.2
115.220917,38.368556,0.8
115.543361,38.383889,28.2
115.836667,38.581528,15.4
115.245889,38.521556,3.6
115.303667,38.423361,11.4
115.466600,38.466600,26.4
115.673111,38.434167,26.4
115.656889,38.642722,45.2
115.811556,38.742000,20.6
115.780639,38.689861,22.4
113.823889,39.534444,21.6
113.747003,39.488147,7.8
113.840556,39.418056,11.2
113.912222,39.434444,8.0
114.050000,39.383333,1.0
114.066667,39.635556,4.2
113.997500,39.589444,3.4
114.031944,39.563056,2.0
113.935556,39.505833,12.4
114.038056,39.483056,3.6
114.174869,39.549606,0.0
114.129167,39.490278,0.2
114.173056,39.467500,0.0
114.247500,39.441944,0.0
114.281685,39.462829,0.0
114.279722,39.515556,0.0
114.356944,39.536389,0.2
114.345278,39.461667,0.0
114.305556,39.368333,0.0
114.293312,39.315738,0.0
114.366944,39.313056,2.6
114.302778,39.219167,0.0
114.455000,39.414167,0.0
114.400556,39.400833,0.0
114.448278,39.296806,2.0
114.450944,39.313194,2.2
114.493806,39.215083,3.8
114.422417,39.122111,6.2
114.456750,39.097611,10.8
114.600611,39.147833,1.4
114.830556,39.235278,19.6
114.882750,39.197111,18.4
114.780750,39.137778,25.2
114.867889,38.974722,54.0
114.512278,38.895000,14.4
114.611833,38.931361,65.2
114.629111,38.944111,31.2
114.702611,38.946028,23.4
114.689667,38.893306,34.2
114.693417,38.787639,15.0
114.754222,38.679528,16.0
115.065750,38.604833,1.4
114.985833,38.734417,23.8
115.075528,38.719278,8.2
115.027583,38.627306,0.4
115.033333,38.633333,0.0
114.928667,38.989361,43.4
114.974833,39.094500,32.0
115.104861,39.024444,36.8
115.225472,38.886278,41.6
115.047944,38.965389,24.8
115.172500,38.869028,30.2
115.134444,38.833306,48.4
115.120750,38.709222,18.2
115.310333,38.642889,7.0
114.977167,38.837278,41.6
115.191111,38.687556,19.2
115.241139,38.690333,14.2
115.250000,38.683333,0.0
115.308944,38.685694,9.2
115.353472,38.814500,66.4
115.439500,38.911806,4.6
115.481600,38.872060,22.2
115.516290,38.865300,20.8
115.453620,38.834160,60.4
115.657882,38.820986,0.0
115.483333,38.766670,45.4
114.992583,39.208444,16.6
115.202111,39.059056,31.8
115.123000,39.151889,50.6
114.928361,39.178500,29.8
115.033167,39.150972,23.2
115.180944,39.082111,44.0
115.297333,39.047944,13.6
115.314111,38.950694,25.6
115.437889,38.967444,4.4
115.216694,39.150667,33.0
115.379556,39.190250,11.2
115.546139,39.064639,9.4
115.647278,39.019806,16.0
115.421778,39.120111,25.4
115.718528,38.947278,38.2
115.632194,39.121750,23.6
115.885056,39.034111,12.0
115.950083,38.812361,76.2
116.216380,39.443746,31.8
116.241886,39.318033,39.0
116.165556,39.470139,25.0
116.317917,39.391583,39.8
114.718111,38.998528,51.5
114.840194,38.968417,56.0
114.811583,38.977278,56.5
114.815028,38.971694,63.0
114.840965,38.960333,0.0
114.860306,38.987389,46.5
114.770972,38.949806,34.0
114.774139,38.936056,29.5
114.779167,38.932333,28.5
114.830556,38.928333,36.0
114.815000,38.900000,39.5
114.883722,38.916861,28.5
114.809917,38.872944,44.0
114.845639,38.879444,31.5
114.855972,38.873167,16.0
114.824583,38.808556,38.5
114.797528,38.806778,35.0
114.782028,38.794222,34.0
114.870086,38.761815,0.0
114.509979,39.058666,0.0
114.557333,39.026194,54.5
114.599500,39.003722,0.0
114.613111,38.963556,46.0
114.627483,38.961937,0.0
114.617167,38.942528,29.8
114.672424,38.948729,0.0
114.671111,38.977556,31.5
114.694444,38.954444,20.5
114.707111,38.944528,14.0
114.717678,38.951325,0.0
114.756000,38.933000,38.0
114.746472,38.921833,39.5
114.713306,38.886139,27.0
114.805743,38.899029,0.0
114.805743,38.899029,0.0
114.747597,38.843198,0.0
114.737253,38.848835,0.0
114.983868,38.846766,0.0
114.938472,38.831028,38.5
114.963729,38.817787,0.0
114.963729,38.817787,0.0
114.937583,38.783917,24.5
114.892444,38.769806,30.5
114.924438,38.756997,0.0
115.040274,38.839355,0.0
115.040998,38.835681,0.0
114.997028,38.824917,46.5
115.009667,38.799306,26.0
115.006453,38.807916,0.0
115.006417,38.795444,26.0
115.018833,38.782222,20.0
114.963000,38.752500,0.0
114.676694,39.533583,0.0
114.731250,39.600611,0.5
114.814939,39.580977,0.5
114.555861,39.508361,0.0
114.681861,39.543361,0.0
114.601194,39.522694,0.0
114.653694,39.500444,0.0
114.780685,39.463877,0.0
114.672445,39.458788,0.0
114.700806,39.430306,0.5
114.648258,39.425001,0.0
114.757749,39.372295,0.0
114.775486,39.358744,0.0
114.720469,39.341473,0.0
114.631659,39.368434,0.0
114.759250,39.338472,12.5
114.880859,39.581477,0.0
114.753778,39.327750,12.5
114.511570,39.379720,0.0
114.694278,39.271611,7.0
114.480001,39.092092,0.0
114.693249,39.315344,0.0
114.716880,39.167177,0.0
114.938809,39.615775,1.0
114.886535,39.345190,0.0
114.910033,39.546517,16.5
114.768713,39.562689,0.0
114.936139,39.518444,18.0
114.989306,39.509556,3.0
114.870389,39.509417,10.5
114.817469,39.142949,0.0
114.865278,39.545056,3.0
114.945166,39.508718,0.0
114.935000,39.455306,1.0
114.955201,39.434734,0.0
114.924001,39.435471,2.0
114.939724,39.432889,0.0
114.875778,39.457333,2.0
114.980548,39.455282,2.0
115.017245,39.423598,3.0
115.031389,39.440611,5.5
115.030886,39.424702,0.0
114.851417,39.374944,7.5
114.880273,39.381147,0.0
114.845950,39.374997,0.0
114.809472,39.313583,6.5
114.856889,39.284500,0.5
114.907821,39.410721,0.0
114.940806,39.376528,8.0
114.936194,39.351722,6.0
115.031337,39.402899,1.0
114.510958,39.320140,0.0
114.562083,39.312806,3.0
114.544038,39.312701,2.0
114.491790,39.237702,0.0
114.533367,39.186484,0.0
114.491750,39.162972,2.0
114.561949,39.142503,0.0
114.505775,39.107971,0.0
114.580897,39.134907,0.0
114.390778,39.119778,8.0
114.659177,39.234937,0.0
114.632264,39.186726,0.0
114.709195,39.222931,1.5
114.796809,39.226875,25.5
114.807471,39.178062,0.0
114.754460,39.163667,0.0
114.830000,39.121194,35.5
114.789889,39.180741,20.5
114.884917,39.134472,24.5
115.566400,39.292081,0.0
114.939306,39.174583,13.5
114.901583,39.219306,29.5
114.992389,39.208417,18.5
115.165694,39.433305,0.0
115.064750,39.169028,31.0
115.167845,39.087256,0.0
115.136722,39.087667,3.0
115.133583,39.091806,36.0
115.047948,39.159609,0.0
115.005192,39.159611,0.0
115.459247,39.366308,0.0
115.122833,39.150944,44.0
115.507772,39.323922,0.0
115.275778,39.136361,29.0
115.273250,39.134500,30.5
115.554931,39.278475,0.0
115.221942,39.090770,0.0
115.088083,39.073944,37.0
115.099278,39.107722,37.5
115.273278,39.134500,27.0
115.443222,39.232500,9.5
115.443917,39.185611,11.5
115.512370,39.238706,21.0
114.999222,39.287417,16.0
115.047361,39.242806,27.6
115.059668,39.229990,0.0
115.162417,39.217889,33.5
115.027472,39.234111,28.0
115.074333,39.250694,24.0
115.167099,39.300843,0.0
115.145833,39.255667,21.5
115.173451,39.328107,0.0
115.149500,39.265218,0.0
115.104667,39.300472,16.0
115.167099,39.300843,0.0
115.043389,39.422972,2.5
115.185236,39.445719,0.0
115.106722,39.495528,7.5
115.178549,39.436869,0.0
115.084028,39.488444,6.5
115.144611,39.471333,4.5
114.412520,37.437660,50.0
114.390806,37.449472,64.2
114.394431,37.448815,0.0
114.393500,37.449077,0.0
114.559820,37.376785,0.0
114.921995,37.469449,0.0
114.286167,37.417528,73.2
114.313028,37.481750,82.6
114.340209,37.556076,75.6
114.346382,37.559187,0.0
114.598193,37.558865,0.0
114.605694,37.552528,62.8
114.608298,37.450811,0.0
114.642611,37.486333,13.2
114.216667,37.627778,37.0
114.220533,37.630381,0.0
114.222134,37.627227,0.0
114.294847,37.674572,41.8
114.431528,37.743776,0.0
114.587620,37.678272,31.4
114.427353,37.739980,0.0
114.851506,37.599662,0.0
114.640960,37.652206,0.0
114.546151,37.888100,18.6
114.377551,37.974123,0.0
114.713019,37.756002,31.8
114.903806,37.589778,22.2
114.516759,37.864447,12.8
114.896091,37.756203,15.8
115.014961,37.519449,0.0
115.069167,37.532306,4.8
115.079722,36.928833,1.0
115.102306,36.976028,7.2
115.143138,37.181968,0.0
115.090773,37.313942,0.0
115.049888,37.408544,0.0
115.690167,37.140333,0.0
115.077423,37.460262,0.0
114.977337,36.977109,0.0
115.018644,37.433117,0.0
114.969517,37.457332,0.0
114.970040,37.458287,0.0
115.014245,37.445868,0.0
113.449778,39.227693,0.4
113.366666,39.200000,0.0
112.600000,38.783333,0.0
112.683333,38.683333,0.0
112.735079,38.630085,0.2
112.736968,38.630357,0.0
112.737869,38.630232,0.0
113.103111,38.637475,0.0
113.233333,38.466666,0.0
113.711280,38.390600,32.0
113.714167,38.392222,0.0
113.753434,38.397745,0.0
114.009528,38.319640,30.0
114.009528,38.319640,0.0
114.040460,38.322750,0.0
114.009528,38.319640,0.0
114.009528,38.319640,0.0
114.009528,38.319640,0.0
114.009528,38.319640,0.0
114.009528,38.319640,0.0
114.009167,38.320556,0.0
114.027733,38.317119,0.0
114.029867,38.314603,0.0
114.312391,38.248588,0.2
114.312391,38.248588,0.0
114.312391,38.248588,0.0
114.312391,38.248588,0.0
114.312391,38.248588,0.0
114.312391,38.248588,0.0
114.312391,38.248588,0.0
114.312391,38.248588,0.0
114.357780,38.300800,0.0
115.188856,38.171723,36.0
115.342786,38.225136,0.0
115.773056,38.282222,0.0
115.984100,38.175400,0.0
115.878874,38.172759,0.0
115.985904,38.175388,0.0
113.098859,39.034540,0.0
112.983333,38.950000,0.0
112.501252,38.890237,5.0
112.510451,38.554262,3.2
112.533333,38.566666,0.0
112.616666,38.516666,0.0
112.523394,38.337345,0.0
112.699285,38.312944,3.2
113.632144,38.377210,0.0
113.233333,38.733333,0.0
113.246944,38.709444,0.0
113.685086,38.403905,0.0
113.352838,38.383795,5.0
113.731221,38.410698,0.0
113.632144,38.377210,0.0
113.685086,38.403905,0.0
113.753434,38.397745,0.0
113.829823,38.448672,23.6
113.874979,38.286882,0.0
113.838213,38.322991,7.0
113.899040,38.408203,11.0
113.895388,38.351895,0.0
114.116363,38.459701,5.4
114.167528,38.319222,8.4
113.995292,38.287367,0.0
114.126241,38.036212,0.2
114.140520,38.025854,0.0
114.188639,38.256694,10.0
113.733333,37.533333,0.0
113.666666,37.550000,0.0
113.520000,37.422222,0.0
113.816666,37.366666,0.0
113.995556,37.635833,0.0
114.033300,37.700000,6.4
114.033300,37.700000,0.0
114.033300,37.700000,0.0
114.072761,37.774429,0.0
114.074217,37.799511,3.2
113.908429,37.972374,12.0
113.909444,37.973889,0.0
113.974866,37.995260,0.0
113.908611,37.974444,0.0
113.974396,37.996209,0.0
114.040674,38.011407,0.0
114.068323,37.852873,0.0
114.133102,38.145313,0.0
114.066667,37.666667,0.0
114.144271,38.185286,0.0
114.136112,38.186626,0.0
114.156062,38.204955,0.0
114.160689,38.209825,0.0
113.387000,37.864503,1.8
113.553466,37.864460,4.4
113.737935,37.736281,0.0
114.344010,38.327780,0.0
114.380350,38.293654,0.4
114.434236,38.138878,0.0
114.391193,38.118487,0.0
114.370355,38.085139,8.0
114.680864,38.130853,6.8
114.725564,38.092387,2.6
113.942995,39.267197,0.2
113.833300,39.233300,3.2
113.766012,39.292704,4.0
113.723603,39.242696,0.4
113.714975,39.395391,4.2
113.603113,39.406893,4.4
113.564612,39.370718,0.0
113.656721,39.083552,0.0
113.544656,39.144651,6.2
113.457573,39.267159,1.4
113.446440,38.998884,0.0
113.410276,39.071455,0.0
113.200000,39.133333,0.0
113.132727,39.279862,3.8
113.110841,39.198953,1.4
113.249693,38.940935,0.0
113.214949,38.973575,0.6
113.166667,38.916667,0.4
113.123761,38.909657,0.6
113.162217,38.969546,0.8
113.153680,38.991642,0.6
113.128367,39.009730,0.4
112.899121,39.112534,1.8
113.034693,38.863147,0.0
112.809658,39.086639,17.8
112.881318,39.013313,4.6
112.936271,38.835482,0.2
112.853329,38.944068,1.2
112.763648,38.897689,0.2
112.625430,39.062408,6.6
118.969077,39.841780,0.0
118.986716,39.819767,0.0
118.882902,39.891576,0.0
118.885578,40.034688,0.0
119.101992,39.778645,0.0
119.022367,39.767203,0.0
118.962578,39.727350,0.0
118.940089,39.734283,0.0
118.883900,39.886984,0.0
119.071293,39.789285,0.0
119.094406,39.816156,0.0
118.939932,39.899800,0.0
118.998805,40.081987,0.0
119.004270,39.986098,0.0
119.082306,40.008007,0.0
119.010500,39.854298,0.0
118.964780,39.887840,0.0
119.028220,39.816500,0.0
119.017753,39.770002,0.0
118.921650,39.756330,0.0
118.851310,39.730430,0.0
119.284944,39.899869,4.0
119.216483,40.039214,3.0
119.277200,40.096737,2.0
119.148017,39.968000,5.0
119.147139,39.945856,0.0
119.105069,39.876567,5.5
119.311212,40.084736,0.0
119.158298,39.830139,5.0
119.440574,39.993684,1.5
119.400966,39.980557,1.5
119.248740,39.952355,0.0
119.351934,39.994391,0.0
119.335136,40.137383,0.0
119.141768,39.911858,0.0
119.309942,40.045885,0.0
119.275152,40.013551,0.0
119.457130,40.046342,1.0
119.160336,40.094620,0.0
119.476968,40.008423,0.5
119.481257,40.016669,0.0
119.208803,40.105770,0.0
119.289654,39.950439,0.0
119.653333,40.182778,1.0
115.185642,36.545776,0.0
115.219778,36.672806,0.2
115.093389,36.685000,3.6
115.160667,36.716333,0.2
115.206361,36.712167,0.0
115.241694,36.777417,0.2
115.264972,36.797972,0.2
115.173528,36.810889,0.2
115.239530,36.561010,0.0
115.288677,36.621265,0.8
115.341972,36.682861,0.0
115.382417,36.856333,0.2
115.533917,36.956000,0.0
115.474250,36.761417,0.0
115.474250,36.761417,0.0
115.484250,36.858139,0.2
115.613306,36.871278,0.0
115.686806,36.941472,0.0
115.682917,37.052722,0.0
115.860917,37.159111,0.0
115.807778,37.236944,0.0
115.835000,37.312889,0.0
115.704306,37.310889,0.0
115.846778,37.513028,0.0
116.113611,37.876389,0.0
116.143611,37.868417,1.6
116.189580,37.937860,2.2
116.225806,38.001250,3.4
116.315294,38.052469,23.6
115.956371,37.266063,0.0
115.932944,37.372139,0.0
116.019972,37.513056,0.4
116.088278,37.443583,0.2
116.175200,37.469242,0.2
116.161861,37.543611,0.4
116.088472,37.579278,0.4
116.090380,37.681690,0.6
116.115528,37.749417,1.4
116.159550,37.407940,0.0
116.233143,37.493783,0.2
116.322306,37.592083,1.2
116.303722,37.672083,2.2
116.356716,37.789845,26.2
116.466556,37.909306,18.8
116.268028,37.880528,10.6
116.369944,37.979361,23.8
116.475653,38.085778,18.2
116.597158,38.178819,20.8
116.595303,38.171231,19.4
116.145060,38.199410,0.0
116.139947,38.197269,10.8
116.355461,38.353511,32.0
116.505547,38.431961,29.0
116.547572,38.378486,28.8
116.628394,38.428178,24.6
116.556361,38.296222,22.0
116.615178,38.283386,29.4
116.646872,38.321394,20.2
116.730836,38.470489,20.8
116.190497,38.185636,15.0
116.386344,38.216239,28.6
116.789333,38.444472,18.4
116.765917,38.299833,31.2
116.805478,38.368858,28.4
116.839139,38.417197,31.0
116.715806,38.534056,39.8
116.798611,38.666444,20.0
117.161414,38.562306,34.0
113.848768,36.833595,0.0
113.765000,36.796000,0.0
113.802000,36.774000,3.0
113.771000,36.738000,1.8
113.839799,36.763343,0.0
113.844000,36.731000,3.5
113.819000,36.714000,4.5
113.808521,36.700947,0.0
113.788081,36.690235,4.0
113.808838,36.701069,0.0
113.788081,36.690235,0.0
113.863000,36.698000,3.6
113.848000,36.677000,0.5
113.820000,36.641000,8.5
113.894660,36.656113,0.0
113.704000,36.676000,10.5
113.763265,36.662978,0.0
113.793000,36.662000,2.0
114.305830,36.571670,4.5
114.350413,36.555998,0.5
114.359000,36.512000,16.0
114.371872,36.486660,0.0
114.298929,36.547463,0.0
114.297736,36.528199,0.5
114.313652,36.503018,1.0
114.331263,36.499296,1.0
114.313701,36.496162,5.0
114.312000,36.478560,3.0
114.472000,36.492200,0.0
114.070560,36.505560,27.0
114.090280,36.449720,19.5
114.291200,36.392500,32.0
114.331800,36.412800,5.0
114.401900,36.414000,0.0
114.256854,36.401233,0.0
114.250512,36.400337,34.0
114.223889,36.363611,0.0
114.330182,36.350609,41.0
114.375100,36.362500,9.0
114.241747,36.375476,0.0
114.321492,36.328656,0.0
114.357005,36.368229,0.0
114.324945,36.321059,19.0
114.216524,36.326081,0.0
114.227430,36.296709,0.0
114.150307,36.358818,0.0
114.085285,36.285098,0.0
114.486931,36.536723,0.0
114.355062,36.364707,0.0
117.206000,41.307000,0.0
117.304722,41.112500,81.4
117.476500,40.990944,75.0
117.036111,41.324806,30.2
117.207278,41.307889,17.6
117.183583,41.223444,22.8
117.199556,41.225111,21.2
117.291333,41.129694,109.2
117.358694,40.850333,0.0
117.340507,40.871543,12.0
117.625639,42.109500,17.0
117.755584,41.947174,0.0
117.766389,41.925000,47.0
117.655100,42.092900,0.0
117.627900,42.108800,0.0
117.653900,41.998700,0.0
117.933330,41.833333,52.6
117.587860,42.040690,0.0
117.840111,41.723556,6.8
117.735971,41.020000,0.0
117.740556,40.966944,61.2
117.658500,42.100861,0.0
117.700389,42.144083,20.0
117.664611,42.064556,26.0
117.595778,42.042028,15.6
117.655167,41.998639,20.8
117.846111,41.827222,37.4
117.830833,41.350278,0.0
117.905439,41.862743,0.0
117.398889,41.934220,0.0
117.800694,41.774972,16.0
117.825778,41.677944,15.0
117.726194,41.533833,11.8
117.744306,41.530861,12.8
117.698972,41.431222,29.2
117.387833,41.944861,6.8
117.639167,41.353444,80.8
117.705556,41.320000,78.0
117.405528,41.951194,6.2
117.459300,41.911800,0.0
117.459472,41.912028,0.0
117.450167,41.684667,8.8
117.615741,41.347963,0.0
117.630917,41.188944,39.6
117.939444,40.966667,43.8
117.959600,41.146540,0.0
117.978200,41.069330,0.0
117.980800,41.073500,0.0
118.162111,41.523333,19.0
118.033944,41.227028,12.6
117.961556,41.199806,10.8
117.948167,41.179722,12.0
118.240000,40.784000,0.0
117.945833,41.167778,0.0
118.084917,41.184917,9.6
118.031833,41.157944,9.4
118.085278,41.183330,0.0
118.044028,41.097611,25.8
118.006961,40.804388,0.0
118.269639,41.047139,35.6
118.166389,40.776944,11.8
118.269361,41.056806,13.5
118.236056,41.005889,39.4
118.273500,40.940722,18.0
118.245333,40.887556,13.4
118.245528,40.784583,10.6
118.144917,40.853222,9.4
117.487222,40.416389,10.8
117.509300,40.441400,0.0
117.737222,40.605000,27.0
117.509361,40.440944,7.6
118.116700,40.633300,24.0
117.531417,40.441861,9.8
117.509300,40.441400,0.0
117.629278,40.537389,3.4
117.665992,40.569118,0.0
117.769778,40.599639,27.6
118.677749,41.122169,8.2
118.120167,40.629222,23.6
118.747222,41.033333,0.0
114.268380,37.052630,56.5
114.286853,36.997351,0.0
114.362230,37.071000,9.5
114.329990,37.032240,20.5
114.375470,36.996180,15.0
114.186180,37.247350,4.0
114.266969,37.237339,0.0
114.272240,37.174650,3.0
114.320987,37.216180,0.0
114.348710,37.198929,0.0
114.373752,37.138566,0.0
114.340400,37.254215,0.0
114.340400,37.254215,0.0
114.316110,37.118860,34.0
114.497079,37.169762,0.0
114.440910,37.147060,5.0
114.551120,37.173970,10.0
114.551950,37.123900,1.0
113.781360,37.135900,19.0
113.837540,37.133300,1.5
113.847990,37.126310,1.0
113.841750,37.109420,1.0
113.883340,37.141550,0.0
113.785260,37.079080,0.0
113.877860,37.082170,10.0
113.783680,37.080620,0.0
113.793350,37.029540,1.0
113.860650,37.052560,0.5
114.047220,37.365690,3.5
114.091640,37.324190,30.5
113.973790,37.372580,0.0
114.005340,37.401550,2.0
114.477783,37.320057,7.5
114.090500,37.327930,24.0
114.035140,37.420930,1.5
114.058470,37.393770,13.0
114.096850,37.408600,7.5
114.298950,37.370380,0.0
114.149640,37.380240,0.0
114.193960,37.342330,54.0
114.197110,37.319540,83.5
114.223890,37.343290,96.0
114.042800,37.204360,57.5
114.252190,37.332800,99.0
114.251440,37.364750,105.5
114.280310,37.331980,68.0
114.302550,37.374700,76.0
114.294970,37.323050,53.0
114.266280,37.265640,12.5
114.267170,37.308960,53.5
114.349660,37.290104,30.5
114.272070,37.306850,55.5
114.354890,37.295440,28.0
114.363422,37.302862,27.5
114.320280,37.312780,0.0
114.350195,37.317285,27.5
114.327320,37.312390,0.0
114.380145,37.300957,27.0
114.356800,37.339760,0.0
114.396180,37.295110,21.5
114.412780,37.299440,0.0
114.423327,37.246566,16.0
114.455091,37.289253,16.5
114.482880,37.239780,8.5
114.418040,37.266710,0.0
114.476622,37.303168,10.0
114.429480,37.349690,0.0
114.448490,37.330280,0.0
114.446390,37.333890,0.0
114.473244,37.330818,9.5
114.488823,37.337198,12.0
114.572723,37.376478,12.0
114.491670,37.332780,0.0
114.572460,37.325500,7.5
114.500540,37.342800,0.0
114.222889,37.401439,0.0
114.379120,37.409420,40.5
114.404965,37.361291,0.0
114.371078,37.402230,0.0
112.550000,38.300000,1.4
112.708668,38.414273,1.0
112.933333,38.450000,0.0
112.909065,38.360317,0.2
112.917032,38.716020,0.0
113.027062,38.610298,0.0
113.080640,38.787228,0.0
113.125851,38.697580,0.0
113.594888,39.000209,0.0
113.625945,38.885239,0.0
113.749976,38.953828,0.2
113.775300,38.813969,0.0
113.696369,38.785929,0.0
113.514157,38.884861,0.0
113.573735,38.722005,0.0
113.676825,38.680684,0.0
113.275180,38.828359,0.0
113.451602,38.907616,0.0
113.456144,38.703150,0.0
113.182596,38.848681,0.2
113.258933,38.724652,0.0
113.487071,38.559514,0.0
113.391849,38.566488,0.0
113.151447,38.509094,0.0
112.929687,38.049013,0.2
113.088677,38.181484,3.2
113.223140,38.254741,8.8
113.246094,38.386285,16.6
113.271441,38.157831,8.4
113.391480,38.199730,0.0
113.358054,38.293595,18.8
113.449712,38.274474,7.0
113.408000,38.429700,0.0
113.445451,38.351370,17.6
113.588713,38.419021,27.8
113.625730,38.326166,13.0
113.647413,38.581861,5.4
113.642834,38.499277,12.4
113.746753,38.527528,13.8
113.861824,38.658008,0.0
113.846132,38.613051,1.8
113.842290,38.579884,15.4
113.826464,38.531993,11.8
113.800719,38.482029,27.8
113.879297,38.478322,32.4
113.911385,38.386139,10.0
113.772426,38.171286,9.8
113.705284,38.230381,1.8
113.778191,38.199426,2.4
113.805199,38.248489,1.8
113.765428,38.294197,1.2
113.990069,38.465377,13.6
113.980762,38.258535,10.4
114.119285,38.384698,27.8
113.288357,37.862560,2.4
113.297940,37.954390,0.0
113.287950,37.915586,0.0
113.276843,37.823713,13.2
113.345478,37.788106,27.4
113.319559,37.841060,9.0
113.374901,37.936649,0.0
113.353246,37.909649,0.8
113.418499,37.915580,0.8
113.434751,37.797821,12.2
113.468300,37.934650,0.4
113.571989,37.915068,0.6
113.514321,37.757175,47.8
113.658259,37.786377,1.0
113.599141,37.709593,2.2
113.790031,37.727169,0.2
113.655929,37.736615,0.2
113.748283,37.780783,0.0
113.819368,37.824554,0.6
113.747038,37.744439,0.0
113.732028,37.905732,12.0
113.747397,38.115878,5.4
113.641360,38.127109,14.2
113.592373,38.181766,4.4
113.374193,38.135985,0.0
113.300309,38.063312,0.4
113.376391,38.083239,3.4
113.449893,38.046952,0.0
113.598484,38.078630,10.2
113.671764,38.057110,29.0
113.643325,38.066282,9.4
113.592171,37.969148,0.2
113.533193,38.014509,0.2
113.626669,38.028319,0.4
113.666234,38.040031,24.2
113.719142,38.029896,9.8
113.941977,37.940216,0.8
114.016512,37.999307,6.6
113.527941,37.460829,0.0
113.634097,37.405189,0.0
113.668483,37.510802,0.0
113.593211,37.533944,0.2
113.706369,37.574266,0.0
113.609121,37.592393,0.8
113.597944,37.655353,1.2
113.775338,37.411724,0.0
113.792037,37.533775,0.0
113.880140,37.628236,0.0
113.920000,37.460000,0.0
113.931949,37.534242,0.0
113.990048,37.636989,4.4
114.052552,37.559861,9.2
114.106063,37.663041,24.0
113.826582,37.722531,0.2
113.887795,37.739480,0.0
113.856415,37.717372,0.2
113.884385,37.781821,0.0
113.936385,37.761945,0.0
114.082332,37.797524,5.8
114.144351,37.827401,35.4
114.079075,37.851639,7.8
114.130388,37.844388,29.6
114.073598,37.912018,0.2
114.130569,37.946978,7.8
114.070351,37.957671,13.8
113.895836,37.881663,0.0
114.159488,37.930196,37.2
114.203678,37.937838,23.8
114.178342,37.905387,6.8
114.258997,37.961895,12.6
114.092170,37.970525,13.0
114.145556,38.020833,0.0
114.206364,38.024205,25.0
113.902058,38.092709,0.8
113.971080,38.120452,0.2
114.166739,38.195657,2.6
113.998733,38.218417,23.0
114.370250,38.303167,0.4
114.269256,38.068189,0.6
114.319438,38.093560,8.6
114.467793,38.101997,1.0
114.515929,38.093659,1.4
114.523229,38.086499,1.2
114.588528,38.141000,0.4
114.536505,38.125746,0.2
114.456940,38.077622,1.4
114.414539,38.038154,0.2
114.462862,38.050491,0.0
114.513116,38.042650,0.0
114.610483,38.045568,14.4
114.541188,38.039458,2.2
114.557163,38.071817,0.2
117.837010,41.814815,1.0
117.837010,41.814815,2.8
117.760932,41.778062,0.8
117.760932,41.778062,0.0
117.760932,41.778062,3.6
117.883719,41.863814,9.6
116.994267,42.035399,0.0
116.948891,41.892424,3.4
116.948891,41.892424,0.2
117.167541,41.847552,9.8
117.240021,41.896316,0.4
116.762778,41.935000,4.4
117.222117,41.964817,0.6
117.350760,42.070709,0.2
117.350760,42.070709,0.4
117.311594,41.943071,0.2
117.311594,41.943071,0.2
117.020318,41.860455,8.6
117.640860,42.339674,0.0
117.051944,41.853333,7.4
117.937500,41.816667,67.6
117.964722,41.906389,68.4
116.984400,42.040800,0.0
116.944167,41.929722,2.8
117.100278,42.183333,6.0
117.543100,42.193100,0.0
117.727500,42.149167,22.0
117.625800,42.108900,0.0
117.686667,42.144444,24.0
117.531700,42.056900,0.0
117.698889,41.983889,0.0
117.585600,41.935800,0.0
117.886667,41.787500,32.8
117.760000,41.930300,0.0
117.771100,41.774400,0.0
117.815000,42.303300,0.0
117.327200,42.087500,0.0
117.106900,41.986400,0.0
117.354722,41.967500,9.6
117.104167,41.978056,2.8
117.348600,41.935300,0.0
117.455278,41.922222,0.0
117.130278,41.940278,1.6
117.221400,41.880600,0.0
117.458600,41.879400,0.0
